pwsid,year,source_type,source_status,number_of_sources
CA1910086,2022,inactive,approved,3
CA1910086,2022,proposed,approved,0
CA1910090,2022,groundwater,approved,5
CA1910090,2022,surface water,approved,0
CA1910090,2022,purchased groundwater,approved,0
CA1910090,2022,purchased surface water,approved,0
CA1910090,2022,standby sources,approved,0
CA1910090,2022,emergency interties,approved,2
CA1910090,2022,inactive,approved,1
CA1910090,2022,proposed,approved,0
CA1910091,2022,groundwater,approved,7
CA1910091,2022,surface water,approved,0
CA1910091,2022,purchased groundwater,approved,0
CA1910091,2022,purchased surface water,approved,0
CA1910091,2022,standby sources,approved,0
CA1910091,2022,emergency interties,approved,9
CA1910091,2022,inactive,approved,2
CA1910091,2022,proposed,approved,0
CA1910092,2022,groundwater,approved,8
CA1910092,2022,surface water,approved,0
CA1910092,2022,purchased groundwater,approved,1
CA1910092,2022,purchased surface water,approved,0
CA1910092,2022,standby sources,approved,0
CA1910092,2022,emergency interties,approved,0
CA1910092,2022,inactive,approved,7
CA1910092,2022,proposed,approved,0
CA1910096,2022,groundwater,approved,2
CA1910096,2022,surface water,approved,0
CA1910096,2022,purchased groundwater,approved,0
CA1910096,2022,purchased surface water,approved,1
CA1910096,2022,standby sources,approved,0
CA1910096,2022,emergency interties,approved,0
CA1910096,2022,inactive,approved,5
CA1910096,2022,proposed,approved,0
CA1910098,2022,groundwater,approved,6
CA1910098,2022,surface water,approved,0
CA1910098,2022,purchased groundwater,approved,0
CA1910098,2022,purchased surface water,approved,2
CA1910098,2022,standby sources,approved,1
CA1910098,2022,emergency interties,approved,4
CA1910098,2022,inactive,approved,5
CA1910098,2022,proposed,approved,0
CA1910101,2022,groundwater,approved,0
CA1910101,2022,surface water,approved,0
CA1910101,2022,purchased groundwater,approved,1
CA1910101,2022,purchased surface water,approved,0
CA1910101,2022,standby sources,approved,0
CA1910101,2022,emergency interties,approved,1
CA1910101,2022,inactive,approved,0
CA1910101,2022,proposed,approved,0
CA1910102,2022,groundwater,approved,22
CA1910102,2022,surface water,approved,2
CA1910102,2022,purchased groundwater,approved,0
CA1910102,2022,purchased surface water,approved,0
CA1910102,2022,standby sources,approved,1
CA1910102,2022,emergency interties,approved,0
CA1910102,2022,inactive,approved,7
CA1910102,2022,proposed,approved,0
CA1910103,2022,groundwater,approved,4
CA1910103,2022,surface water,approved,0
CA1910103,2022,purchased groundwater,approved,0
CA1910103,2022,purchased surface water,approved,4
CA1910103,2022,standby sources,approved,0
CA1910103,2022,emergency interties,approved,0
CA1910103,2022,inactive,approved,2
CA1910103,2022,proposed,approved,0
CA1910104,2022,groundwater,approved,0
CA1910104,2022,surface water,approved,0
CA1910104,2022,purchased groundwater,approved,0
CA1910104,2022,purchased surface water,approved,4
CA1910104,2022,standby sources,approved,0
CA1910104,2022,emergency interties,approved,0
CA1910104,2022,inactive,approved,0
CA1910104,2022,proposed,approved,0
CA1910105,2022,groundwater,approved,2
CA1910105,2022,surface water,approved,0
CA1910105,2022,purchased groundwater,approved,0
CA1910105,2022,purchased surface water,approved,2
CA1910105,2022,standby sources,approved,0
CA1910105,2022,emergency interties,approved,0
CA1910105,2022,inactive,approved,18
CA1910105,2022,proposed,approved,1
CA1910108,2022,groundwater,approved,1
CA1910108,2022,surface water,approved,0
CA1910108,2022,purchased groundwater,approved,0
CA1910108,2022,purchased surface water,approved,1
CA1910108,2022,standby sources,approved,0
CA1910108,2022,emergency interties,approved,2
CA1910108,2022,inactive,approved,2
CA1910108,2022,proposed,approved,0
CA1910117,2022,groundwater,approved,0
CA1910117,2022,surface water,approved,0
CA1910117,2022,purchased groundwater,approved,1
CA1910117,2022,purchased surface water,approved,2
CA1910117,2022,standby sources,approved,2
CA1910117,2022,emergency interties,approved,2
CA1910117,2022,inactive,approved,5
CA1910117,2022,proposed,approved,0
CA1910124,2022,groundwater,approved,9
CA1910124,2022,surface water,approved,0
CA1910124,2022,purchased groundwater,approved,0
CA1910124,2022,purchased surface water,approved,5
CA1910124,2022,standby sources,approved,0
CA1910124,2022,emergency interties,approved,1
CA1910124,2022,inactive,approved,17
CA1910124,2022,proposed,approved,0
CA1910125,2022,groundwater,approved,5
CA1910125,2022,surface water,approved,0
CA1910125,2022,purchased groundwater,approved,0
CA1910125,2022,purchased surface water,approved,0
CA1910125,2022,standby sources,approved,0
CA1910125,2022,emergency interties,approved,0
CA1910125,2022,inactive,approved,7
CA1910125,2022,proposed,approved,0
CA1910126,2022,groundwater,approved,25
CA1910126,2022,surface water,approved,1
CA1910126,2022,purchased groundwater,approved,0
CA1910126,2022,purchased surface water,approved,4
CA1910126,2022,standby sources,approved,0
CA1910126,2022,emergency interties,approved,0
CA1910126,2022,inactive,approved,25
CA1910126,2022,proposed,approved,0
CA1910127,2022,groundwater,approved,0
CA1910127,2022,surface water,approved,0
CA1910127,2022,purchased groundwater,approved,0
CA1910127,2022,purchased surface water,approved,1
CA1910127,2022,standby sources,approved,0
CA1910127,2022,emergency interties,approved,0
CA1910127,2022,inactive,approved,3
CA1910127,2022,proposed,approved,0
CA1910130,2022,groundwater,approved,10
CA1910130,2022,surface water,approved,0
CA1910130,2022,purchased groundwater,approved,0
CA1910130,2022,purchased surface water,approved,2
CA1910130,2022,standby sources,approved,0
CA1910130,2022,emergency interties,approved,0
CA1910130,2022,inactive,approved,5
CA1910130,2022,proposed,approved,0
CA1910134,2022,groundwater,approved,2
CA1910134,2022,surface water,approved,0
CA1910134,2022,purchased groundwater,approved,0
CA1910134,2022,purchased surface water,approved,5
CA1910134,2022,standby sources,approved,1
CA1910134,2022,emergency interties,approved,0
CA1910134,2022,inactive,approved,4
CA1910134,2022,proposed,approved,0
CA1910139,2022,groundwater,approved,9
CA1910139,2022,surface water,approved,0
CA1910139,2022,purchased groundwater,approved,0
CA1910139,2022,purchased surface water,approved,2
CA1910139,2022,standby sources,approved,0
CA1910139,2022,emergency interties,approved,0
CA1910139,2022,inactive,approved,21
CA1910139,2022,proposed,approved,1
CA1910140,2022,groundwater,approved,2
CA1910140,2022,surface water,approved,3
CA1910140,2022,purchased groundwater,approved,0
CA1910140,2022,purchased surface water,approved,1
CA1910140,2022,standby sources,approved,0
CA1910140,2022,emergency interties,approved,3
CA1910140,2022,inactive,approved,4
CA1910140,2022,proposed,approved,0
CA1910142,2022,groundwater,approved,4
CA1910142,2022,surface water,approved,0
CA1910142,2022,purchased groundwater,approved,0
CA1910142,2022,purchased surface water,approved,5
CA1910142,2022,standby sources,approved,0
CA1910142,2022,emergency interties,approved,0
CA1910142,2022,inactive,approved,15
CA1910142,2022,proposed,approved,0
CA1910143,2022,groundwater,approved,3
CA1910143,2022,surface water,approved,0
CA1910143,2022,purchased groundwater,approved,0
CA1910143,2022,purchased surface water,approved,0
CA1910143,2022,standby sources,approved,0
CA1910143,2022,emergency interties,approved,2
CA1910143,2022,inactive,approved,2
CA1910143,2022,proposed,approved,0
CA1910144,2022,groundwater,approved,6
CA1910144,2022,surface water,approved,0
CA1910144,2022,purchased groundwater,approved,0
CA1910144,2022,purchased surface water,approved,0
CA1910144,2022,standby sources,approved,0
CA1910144,2022,emergency interties,approved,2
CA1910144,2022,inactive,approved,7
CA1910144,2022,proposed,approved,0
CA1910146,2022,groundwater,approved,10
CA1910146,2022,surface water,approved,0
CA1910146,2022,purchased groundwater,approved,0
CA1910146,2022,purchased surface water,approved,2
CA1910146,2022,standby sources,approved,0
CA1910146,2022,emergency interties,approved,0
CA1910146,2022,inactive,approved,10
CA1910146,2022,proposed,approved,3
CA1910147,2022,groundwater,approved,2
CA1910147,2022,surface water,approved,0
CA1910147,2022,purchased groundwater,approved,0
CA1910147,2022,purchased surface water,approved,1
CA1910147,2022,standby sources,approved,0
CA1910147,2022,emergency interties,approved,1
CA1910147,2022,inactive,approved,3
CA1910147,2022,proposed,approved,0
CA1910148,2022,groundwater,approved,5
CA1910148,2022,surface water,approved,0
CA1910148,2022,purchased groundwater,approved,0
CA1910148,2022,purchased surface water,approved,1
CA1910148,2022,standby sources,approved,0
CA1910148,2022,emergency interties,approved,0
CA1910148,2022,inactive,approved,2
CA1910148,2022,proposed,approved,0
CA1910149,2022,groundwater,approved,2
CA1910149,2022,surface water,approved,0
CA1910149,2022,purchased groundwater,approved,0
CA1910149,2022,purchased surface water,approved,1
CA1910149,2022,standby sources,approved,0
CA1910149,2022,emergency interties,approved,0
CA1910149,2022,inactive,approved,5
CA1910149,2022,proposed,approved,1
CA1910152,2022,groundwater,approved,8
CA1910152,2022,surface water,approved,0
CA1910152,2022,purchased groundwater,approved,0
CA1910152,2022,purchased surface water,approved,2
CA1910152,2022,standby sources,approved,3
CA1910152,2022,emergency interties,approved,5
CA1910152,2022,inactive,approved,8
CA1910152,2022,proposed,approved,1
CA1910153,2022,groundwater,approved,3
CA1910153,2022,surface water,approved,0
CA1910153,2022,purchased groundwater,approved,0
CA1910153,2022,purchased surface water,approved,0
CA1910153,2022,standby sources,approved,1
CA1910153,2022,emergency interties,approved,5
CA1910153,2022,inactive,approved,3
CA1910153,2022,proposed,approved,1
CA1910154,2022,groundwater,approved,3
CA1910154,2022,surface water,approved,0
CA1910154,2022,purchased groundwater,approved,0
CA1910154,2022,purchased surface water,approved,2
CA1910154,2022,standby sources,approved,0
CA1910154,2022,emergency interties,approved,0
CA1910154,2022,inactive,approved,3
CA1910154,2022,proposed,approved,0
CA1910155,2022,groundwater,approved,13
CA1910155,2022,surface water,approved,0
CA1910155,2022,purchased groundwater,approved,0
CA1910155,2022,purchased surface water,approved,11
CA1910155,2022,standby sources,approved,0
CA1910155,2022,emergency interties,approved,13
CA1910155,2022,inactive,approved,25
CA1910155,2022,proposed,approved,0
CA1910156,2022,groundwater,approved,7
CA1910156,2022,surface water,approved,0
CA1910156,2022,purchased groundwater,approved,0
CA1910156,2022,purchased surface water,approved,5
CA1910156,2022,standby sources,approved,0
CA1910156,2022,emergency interties,approved,0
CA1910156,2022,inactive,approved,9
CA1910156,2022,proposed,approved,0
CA1910157,2022,groundwater,approved,5
CA1910157,2022,surface water,approved,0
CA1910157,2022,purchased groundwater,approved,0
CA1910157,2022,purchased surface water,approved,0
CA1910157,2022,standby sources,approved,0
CA1910157,2022,emergency interties,approved,0
CA1910157,2022,inactive,approved,3
CA1910157,2022,proposed,approved,0
CA1910159,2022,groundwater,approved,2
CA1910159,2022,surface water,approved,0
CA1910159,2022,purchased groundwater,approved,0
CA1910159,2022,purchased surface water,approved,0
CA1910159,2022,standby sources,approved,0
CA1910159,2022,emergency interties,approved,0
CA1910159,2022,inactive,approved,3
CA1910159,2022,proposed,approved,0
CA1910160,2022,groundwater,approved,2
CA1910160,2022,surface water,approved,0
CA1910160,2022,purchased groundwater,approved,0
CA1910160,2022,purchased surface water,approved,0
CA1910160,2022,standby sources,approved,0
CA1910160,2022,emergency interties,approved,1
CA1910160,2022,inactive,approved,2
CA1910160,2022,proposed,approved,0
CA1910161,2022,groundwater,approved,2
CA1910161,2022,surface water,approved,0
CA1910161,2022,purchased groundwater,approved,0
CA1910161,2022,purchased surface water,approved,1
CA1910161,2022,standby sources,approved,0
CA1910161,2022,emergency interties,approved,2
CA1910161,2022,inactive,approved,13
CA1910161,2022,proposed,approved,0
CA1910163,2022,groundwater,approved,3
CA1910163,2022,surface water,approved,0
CA1910163,2022,purchased groundwater,approved,0
CA1910163,2022,purchased surface water,approved,2
CA1910163,2022,standby sources,approved,0
CA1910163,2022,emergency interties,approved,0
CA1910163,2022,inactive,approved,4
CA1910163,2022,proposed,approved,0
CA1910165,2022,groundwater,approved,1
CA1910165,2022,surface water,approved,0
CA1910165,2022,purchased groundwater,approved,1
CA1910165,2022,purchased surface water,approved,0
CA1910165,2022,standby sources,approved,0
CA1910165,2022,emergency interties,approved,0
CA1910165,2022,inactive,approved,2
CA1910165,2022,proposed,approved,0
CA1910166,2022,groundwater,approved,4
CA1910166,2022,surface water,approved,0
CA1910166,2022,purchased groundwater,approved,0
CA1910166,2022,purchased surface water,approved,1
CA1910166,2022,standby sources,approved,0
CA1910166,2022,emergency interties,approved,0
CA1910166,2022,inactive,approved,1
CA1910166,2022,proposed,approved,0
CA1910167,2022,groundwater,approved,7
CA1910167,2022,surface water,approved,0
CA1910167,2022,purchased groundwater,approved,0
CA1910167,2022,purchased surface water,approved,1
CA1910167,2022,standby sources,approved,1
CA1910167,2022,emergency interties,approved,0
CA1910167,2022,inactive,approved,8
CA1910167,2022,proposed,approved,1
CA1910169,2022,groundwater,approved,3
CA1910169,2022,surface water,approved,0
CA1910169,2022,purchased groundwater,approved,0
CA1910169,2022,purchased surface water,approved,0
CA1910169,2022,standby sources,approved,0
CA1910169,2022,emergency interties,approved,1
CA1910169,2022,inactive,approved,2
CA1910169,2022,proposed,approved,0
CA1910173,2022,groundwater,approved,9
CA1910173,2022,surface water,approved,0
CA1910173,2022,purchased groundwater,approved,0
CA1910173,2022,purchased surface water,approved,0
CA1910173,2022,standby sources,approved,0
CA1910173,2022,emergency interties,approved,0
CA1910173,2022,inactive,approved,11
CA1910173,2022,proposed,approved,0
CA1910174,2022,groundwater,approved,4
CA1910174,2022,surface water,approved,0
CA1910174,2022,purchased groundwater,approved,4
CA1910174,2022,purchased surface water,approved,0
CA1910174,2022,standby sources,approved,1
CA1910174,2022,emergency interties,approved,6
CA1910174,2022,inactive,approved,13
CA1910174,2022,proposed,approved,0
CA1910179,2022,groundwater,approved,8
CA1910179,2022,surface water,approved,0
CA1910179,2022,purchased groundwater,approved,0
CA1910179,2022,purchased surface water,approved,6
CA1910179,2022,standby sources,approved,0
CA1910179,2022,emergency interties,approved,1
CA1910179,2022,inactive,approved,7
CA1910179,2022,proposed,approved,0
CA1910185,2022,groundwater,approved,1
CA1910185,2022,surface water,approved,0
CA1910185,2022,purchased groundwater,approved,0
CA1910185,2022,purchased surface water,approved,1
CA1910185,2022,standby sources,approved,0
CA1910185,2022,emergency interties,approved,1
CA1910185,2022,inactive,approved,10
CA1910185,2022,proposed,approved,0
CA1910186,2022,groundwater,approved,9
CA1910186,2022,surface water,approved,0
CA1910186,2022,purchased groundwater,approved,0
CA1910186,2022,purchased surface water,approved,0
CA1910186,2022,standby sources,approved,0
CA1910186,2022,emergency interties,approved,0
CA1910186,2022,inactive,approved,3
CA1910186,2022,proposed,approved,3
CA1910189,2022,groundwater,approved,0
CA1910189,2022,surface water,approved,0
CA1910189,2022,purchased groundwater,approved,1
CA1910189,2022,purchased surface water,approved,0
CA1910189,2022,standby sources,approved,0
CA1910189,2022,emergency interties,approved,1
CA1910189,2022,inactive,approved,2
CA1910189,2022,proposed,approved,0
CA1910191,2022,groundwater,approved,3
CA1910191,2022,surface water,approved,0
CA1910191,2022,purchased groundwater,approved,0
CA1910191,2022,purchased surface water,approved,8
CA1910191,2022,standby sources,approved,0
CA1910191,2022,emergency interties,approved,5
CA1910191,2022,inactive,approved,6
CA1910191,2022,proposed,approved,0
CA1910194,2022,groundwater,approved,0
CA1910194,2022,surface water,approved,0
CA1910194,2022,purchased groundwater,approved,1
CA1910194,2022,purchased surface water,approved,3
CA1910194,2022,standby sources,approved,0
CA1910194,2022,emergency interties,approved,2
CA1910194,2022,inactive,approved,1
CA1910194,2022,proposed,approved,0
CA1910195,2022,groundwater,approved,2
CA1910195,2022,surface water,approved,0
CA1910195,2022,purchased groundwater,approved,0
CA1910195,2022,purchased surface water,approved,0
CA1910195,2022,standby sources,approved,0
CA1910195,2022,emergency interties,approved,3
CA1910195,2022,inactive,approved,2
CA1910195,2022,proposed,approved,0
CA1910203,2022,groundwater,approved,4
CA1910203,2022,surface water,approved,0
CA1910203,2022,purchased groundwater,approved,0
CA1910203,2022,purchased surface water,approved,3
CA1910203,2022,standby sources,approved,0
CA1910203,2022,emergency interties,approved,1
CA1910203,2022,inactive,approved,10
CA1910203,2022,proposed,approved,0
CA1910204,2022,groundwater,approved,0
CA1910204,2022,surface water,approved,0
CA1910204,2022,purchased groundwater,approved,0
CA1910204,2022,purchased surface water,approved,2
CA1910204,2022,standby sources,approved,0
CA1910204,2022,emergency interties,approved,0
CA1910204,2022,inactive,approved,0
CA1910204,2022,proposed,approved,0
CA1910205,2022,groundwater,approved,4
CA1910205,2022,surface water,approved,0
CA1910205,2022,purchased groundwater,approved,0
CA1910205,2022,purchased surface water,approved,9
CA1910205,2022,standby sources,approved,2
CA1910205,2022,emergency interties,approved,0
CA1910205,2022,inactive,approved,43
CA1910205,2022,proposed,approved,0
CA1910211,2022,groundwater,approved,4
CA1910211,2022,surface water,approved,0
CA1910211,2022,purchased groundwater,approved,0
CA1910211,2022,purchased surface water,approved,3
CA1910211,2022,standby sources,approved,2
CA1910211,2022,emergency interties,approved,4
CA1910211,2022,inactive,approved,26
CA1910211,2022,proposed,approved,1
CA1910212,2022,groundwater,approved,7
CA1910212,2022,surface water,approved,0
CA1910212,2022,purchased groundwater,approved,0
CA1910212,2022,purchased surface water,approved,0
CA1910212,2022,standby sources,approved,0
CA1910212,2022,emergency interties,approved,1
CA1910212,2022,inactive,approved,8
CA1910212,2022,proposed,approved,0
CA1910213,2022,groundwater,approved,5
CA1910213,2022,surface water,approved,0
CA1910213,2022,purchased groundwater,approved,0
CA1910213,2022,purchased surface water,approved,5
CA1910213,2022,standby sources,approved,0
CA1910213,2022,emergency interties,approved,0
CA1910213,2022,inactive,approved,7
CA1910213,2022,proposed,approved,2
CA1910218,2022,groundwater,approved,3
CA1910218,2022,surface water,approved,0
CA1910218,2022,purchased groundwater,approved,0
CA1910218,2022,purchased surface water,approved,1
CA1910218,2022,standby sources,approved,1
CA1910218,2022,emergency interties,approved,0
CA1910218,2022,inactive,approved,3
CA1910218,2022,proposed,approved,0
CA1910223,2022,groundwater,approved,4
CA1910223,2022,surface water,approved,0
CA1910223,2022,purchased groundwater,approved,0
CA1910223,2022,purchased surface water,approved,1
CA1910223,2022,standby sources,approved,0
CA1910223,2022,emergency interties,approved,0
CA1910223,2022,inactive,approved,6
CA1910223,2022,proposed,approved,0
CA1910225,2022,groundwater,approved,0
CA1910225,2022,surface water,approved,2
CA1910225,2022,purchased groundwater,approved,0
CA1910225,2022,purchased surface water,approved,1
CA1910225,2022,standby sources,approved,0
CA1910225,2022,emergency interties,approved,0
CA1910225,2022,inactive,approved,0
CA1910225,2022,proposed,approved,0
CA1910234,2022,groundwater,approved,0
CA1910234,2022,surface water,approved,0
CA1910234,2022,purchased groundwater,approved,0
CA1910234,2022,purchased surface water,approved,5
CA1910234,2022,standby sources,approved,0
CA1910234,2022,emergency interties,approved,0
CA1910234,2022,inactive,approved,0
CA1910234,2022,proposed,approved,0
CA1910239,2022,groundwater,approved,9
CA1910239,2022,surface water,approved,0
CA1910239,2022,purchased groundwater,approved,0
CA1910239,2022,purchased surface water,approved,0
CA1910239,2022,standby sources,approved,2
CA1910239,2022,emergency interties,approved,1
CA1910239,2022,inactive,approved,14
CA1910239,2022,proposed,approved,0
CA1910240,2022,groundwater,approved,17
CA1910240,2022,surface water,approved,0
CA1910240,2022,purchased groundwater,approved,0
CA1910240,2022,purchased surface water,approved,1
CA1910240,2022,standby sources,approved,0
CA1910240,2022,emergency interties,approved,0
CA1910240,2022,inactive,approved,20
CA1910240,2022,proposed,approved,0
CA1910245,2022,groundwater,approved,0
CA1910245,2022,surface water,approved,0
CA1910245,2022,purchased groundwater,approved,1
CA1910245,2022,purchased surface water,approved,2
CA1910245,2022,standby sources,approved,0
CA1910245,2022,emergency interties,approved,0
CA1910245,2022,inactive,approved,9
CA1910245,2022,proposed,approved,0
CA1910247,2022,groundwater,approved,3
CA1910247,2022,surface water,approved,0
CA1910247,2022,purchased groundwater,approved,0
CA1910247,2022,purchased surface water,approved,1
CA1910247,2022,standby sources,approved,2
CA1910247,2022,emergency interties,approved,0
CA1910247,2022,inactive,approved,1
CA1910247,2022,proposed,approved,0
CA1910248,2022,groundwater,approved,3
CA1910248,2022,surface water,approved,0
CA1910248,2022,purchased groundwater,approved,0
CA1910248,2022,purchased surface water,approved,1
CA1910248,2022,standby sources,approved,0
CA1910248,2022,emergency interties,approved,0
CA1910248,2022,inactive,approved,0
CA1910248,2022,proposed,approved,0
CA1910250,2022,groundwater,approved,3
CA1910250,2022,surface water,approved,0
CA1910250,2022,purchased groundwater,approved,0
CA1910250,2022,purchased surface water,approved,1
CA1910250,2022,standby sources,approved,1
CA1910250,2022,emergency interties,approved,0
CA1910250,2022,inactive,approved,1
CA1910250,2022,proposed,approved,0
CA1910255,2022,groundwater,approved,0
CA1910255,2022,surface water,approved,0
CA1910255,2022,purchased groundwater,approved,0
CA1910255,2022,purchased surface water,approved,1
CA1910255,2022,standby sources,approved,0
CA1910255,2022,emergency interties,approved,1
CA1910255,2022,inactive,approved,0
CA1910255,2022,proposed,approved,0
CA2010001,2022,groundwater,approved,6
CA2010001,2022,surface water,approved,0
CA2010001,2022,purchased groundwater,approved,0
CA2010001,2022,purchased surface water,approved,0
CA2010001,2022,standby sources,approved,0
CA2010001,2022,emergency interties,approved,0
CA2010001,2022,inactive,approved,8
CA2010001,2022,proposed,approved,0
CA2010002,2022,groundwater,approved,18
CA2010002,2022,surface water,approved,0
CA2010002,2022,purchased groundwater,approved,0
CA2010002,2022,purchased surface water,approved,0
CA2010002,2022,standby sources,approved,0
CA2010002,2022,emergency interties,approved,0
CA2010002,2022,inactive,approved,12
CA2010002,2022,proposed,approved,0
CA2010003,2022,groundwater,approved,3
CA2010003,2022,surface water,approved,1
CA2010003,2022,purchased groundwater,approved,0
CA2010003,2022,purchased surface water,approved,0
CA2010003,2022,standby sources,approved,1
CA2010003,2022,emergency interties,approved,0
CA2010003,2022,inactive,approved,2
CA2010003,2022,proposed,approved,0
CA2010005,2022,groundwater,approved,10
CA2010005,2022,surface water,approved,0
CA2010005,2022,purchased groundwater,approved,0
CA2010005,2022,purchased surface water,approved,0
CA2010005,2022,standby sources,approved,1
CA2010005,2022,emergency interties,approved,0
CA2010005,2022,inactive,approved,20
CA2010005,2022,proposed,approved,1
CA2010007,2022,groundwater,approved,20
CA2010007,2022,surface water,approved,0
CA2010007,2022,purchased groundwater,approved,0
CA2010007,2022,purchased surface water,approved,0
CA2010007,2022,standby sources,approved,0
CA2010007,2022,emergency interties,approved,0
CA2010007,2022,inactive,approved,6
CA2010007,2022,proposed,approved,0
CA2010010,2022,groundwater,approved,5
CA2010010,2022,surface water,approved,0
CA2010010,2022,purchased groundwater,approved,0
CA2010010,2022,purchased surface water,approved,0
CA2010010,2022,standby sources,approved,0
CA2010010,2022,emergency interties,approved,0
CA2010010,2022,inactive,approved,2
CA2010010,2022,proposed,approved,0
CA2110002,2022,groundwater,approved,0
CA2110002,2022,surface water,approved,9
CA2110002,2022,purchased groundwater,approved,0
CA2110002,2022,purchased surface water,approved,1
CA2110002,2022,standby sources,approved,0
CA2110002,2022,emergency interties,approved,0
CA2110002,2022,inactive,approved,0
CA2110002,2022,proposed,approved,0
CA2110003,2022,groundwater,approved,0
CA2110003,2022,surface water,approved,1
CA2110003,2022,purchased groundwater,approved,1
CA2110003,2022,purchased surface water,approved,1
CA2110003,2022,standby sources,approved,0
CA2110003,2022,emergency interties,approved,0
CA2110003,2022,inactive,approved,1
CA2110003,2022,proposed,approved,0
CA2110350,2022,groundwater,approved,0
CA2110350,2022,surface water,approved,0
CA2110350,2022,purchased groundwater,approved,0
CA2110350,2022,purchased surface water,approved,1
CA2110350,2022,standby sources,approved,0
CA2110350,2022,emergency interties,approved,0
CA2110350,2022,inactive,approved,0
CA2110350,2022,proposed,approved,0
CA2310001,2022,groundwater,approved,0
CA2310001,2022,surface water,approved,3
CA2310001,2022,purchased groundwater,approved,0
CA2310001,2022,purchased surface water,approved,0
CA2310001,2022,standby sources,approved,0
CA2310001,2022,emergency interties,approved,0
CA2310001,2022,inactive,approved,0
CA2310001,2022,proposed,approved,0
CA2310002,2022,groundwater,approved,6
CA2310002,2022,surface water,approved,0
CA2310002,2022,purchased groundwater,approved,0
CA2310002,2022,purchased surface water,approved,0
CA2310002,2022,standby sources,approved,0
CA2310002,2022,emergency interties,approved,0
CA2310002,2022,inactive,approved,1
CA2310002,2022,proposed,approved,0
CA2310003,2022,groundwater,approved,5
CA2310003,2022,surface water,approved,1
CA2310003,2022,purchased groundwater,approved,0
CA2310003,2022,purchased surface water,approved,0
CA2310003,2022,standby sources,approved,0
CA2310003,2022,emergency interties,approved,0
CA2310003,2022,inactive,approved,5
CA2310003,2022,proposed,approved,0
CA2310004,2022,groundwater,approved,1
CA2310004,2022,surface water,approved,1
CA2310004,2022,purchased groundwater,approved,0
CA2310004,2022,purchased surface water,approved,0
CA2310004,2022,standby sources,approved,0
CA2310004,2022,emergency interties,approved,0
CA2310004,2022,inactive,approved,0
CA2310004,2022,proposed,approved,0
CA2310005,2022,groundwater,approved,5
CA2310005,2022,surface water,approved,0
CA2310005,2022,purchased groundwater,approved,0
CA2310005,2022,purchased surface water,approved,0
CA2310005,2022,standby sources,approved,0
CA2310005,2022,emergency interties,approved,0
CA2310005,2022,inactive,approved,1
CA2310005,2022,proposed,approved,0
CA2310006,2022,groundwater,approved,4
CA2310006,2022,surface water,approved,17
CA2310006,2022,purchased groundwater,approved,0
CA2310006,2022,purchased surface water,approved,0
CA2310006,2022,standby sources,approved,0
CA2310006,2022,emergency interties,approved,0
CA2310006,2022,inactive,approved,5
CA2310006,2022,proposed,approved,0
CA2310007,2022,groundwater,approved,2
CA2310007,2022,surface water,approved,2
CA2310007,2022,purchased groundwater,approved,0
CA2310007,2022,purchased surface water,approved,0
CA2310007,2022,standby sources,approved,0
CA2310007,2022,emergency interties,approved,0
CA2310007,2022,inactive,approved,7
CA2310007,2022,proposed,approved,0
CA2310008,2022,groundwater,approved,0
CA2310008,2022,surface water,approved,1
CA2310008,2022,purchased groundwater,approved,0
CA2310008,2022,purchased surface water,approved,0
CA2310008,2022,standby sources,approved,0
CA2310008,2022,emergency interties,approved,0
CA2310008,2022,inactive,approved,2
CA2310008,2022,proposed,approved,0
CA2310009,2022,groundwater,approved,0
CA2310009,2022,surface water,approved,1
CA2310009,2022,purchased groundwater,approved,0
CA2310009,2022,purchased surface water,approved,0
CA2310009,2022,standby sources,approved,0
CA2310009,2022,emergency interties,approved,0
CA2310009,2022,inactive,approved,1
CA2310009,2022,proposed,approved,0
CA2410001,2022,groundwater,approved,8
CA2410001,2022,surface water,approved,0
CA2410001,2022,purchased groundwater,approved,0
CA2410001,2022,purchased surface water,approved,0
CA2410001,2022,standby sources,approved,0
CA2410001,2022,emergency interties,approved,0
CA2410001,2022,inactive,approved,13
CA2410001,2022,proposed,approved,0
CA2410002,2022,groundwater,approved,0
CA2410002,2022,surface water,approved,1
CA2410002,2022,purchased groundwater,approved,0
CA2410002,2022,purchased surface water,approved,0
CA2410002,2022,standby sources,approved,0
CA2410002,2022,emergency interties,approved,0
CA2410002,2022,inactive,approved,3
CA2410002,2022,proposed,approved,0
CA2410003,2022,groundwater,approved,4
CA2410003,2022,surface water,approved,0
CA2410003,2022,purchased groundwater,approved,0
CA2410003,2022,purchased surface water,approved,0
CA2410003,2022,standby sources,approved,0
CA2410003,2022,emergency interties,approved,0
CA2410003,2022,inactive,approved,5
CA2410003,2022,proposed,approved,0
CA2410004,2022,groundwater,approved,8
CA2410004,2022,surface water,approved,0
CA2410004,2022,purchased groundwater,approved,0
CA2410004,2022,purchased surface water,approved,0
CA2410004,2022,standby sources,approved,1
CA2410004,2022,emergency interties,approved,0
CA2410004,2022,inactive,approved,8
CA2410004,2022,proposed,approved,0
CA2410005,2022,groundwater,approved,13
CA2410005,2022,surface water,approved,0
CA2410005,2022,purchased groundwater,approved,0
CA2410005,2022,purchased surface water,approved,0
CA2410005,2022,standby sources,approved,0
CA2410005,2022,emergency interties,approved,0
CA2410005,2022,inactive,approved,2
